True_Label,Original_Probability,Platt_Scaling,Isotonic_Regression
0.0,0.127985417842865,0.08978100788913877,0.13114753365516663
1.0,0.5071922540664673,0.5453664272640021,0.5822784900665283
0.0,0.005706788506358862,0.042212733498627496,0.0049019609577953815
1.0,0.31137168407440186,0.24821922364408025,0.37674418091773987
1.0,0.023299070075154305,0.04715541825058626,0.0068359375
0.0,0.006548324134200811,0.04243745890858614,0.005959475412964821
0.0,0.007494730409234762,0.042691555065956795,0.005959475412964821
0.0,0.04887428134679794,0.05533058923868795,0.0531732402741909
0.0,0.11344139277935028,0.08225237078371338,0.09386281669139862
0.0,0.06354103237390518,0.06060366360581046,0.053921569138765335
0.0,0.057509779930114746,0.058380627031281926,0.053921569138765335
0.0,0.04904594272375107,0.05538973188351966,0.0531732402741909
0.0,0.04882913827896118,0.0553150459335247,0.0531732402741909
0.0,0.010795574635267258,0.04358920461478892,0.005959475412964821
0.0,0.022760538384318352,0.0469962590073156,0.0068359375
0.0,0.017561297863721848,0.04548571491618825,0.0068359375
0.0,0.12959201633930206,0.0906497443460456,0.15833333134651184
0.0,0.004178351256996393,0.041807482863804,0.0049019609577953815
0.0,0.09050621837377548,0.07154262928856599,0.07276507467031479
0.0,0.04681463912129402,0.05462560028308603,0.0531732402741909
0.0,0.017382973805069923,0.04543473488496906,0.0068359375
0.0,0.010972168296575546,0.043637732765143745,0.005959475412964821
0.0,0.06890740245580673,0.06264797275149481,0.07276507467031479
0.0,0.026882627978920937,0.048227629707640336,0.0068359375
0.0,0.007609841413795948,0.0427225596508977,0.005959475412964821
0.0,0.38300466537475586,0.3461054947819582,0.5416666865348816
0.0,0.021991536021232605,0.046769870882430536,0.0068359375
0.0,0.09704180061817169,0.0744559896899269,0.09386281669139862
0.0,0.05763310194015503,0.05842530620726857,0.053921569138765335
0.0,0.0447109192609787,0.05391426704377419,0.0531732402741909
0.0,0.018556635826826096,0.045771268348199,0.0068359375
0.0,0.040383391082286835,0.052478377386861244,0.022491348907351494
0.0,0.0410127155482769,0.05268492238329163,0.024390242993831635
0.0,0.02522941306233406,0.04773013677284444,0.0068359375
0.0,0.009518785402178764,0.04323987088705412,0.005959475412964821
0.0,0.02878452278673649,0.04880604501634938,0.018292682245373726
0.0,0.036154210567474365,0.05111007899074273,0.022491348907351494
0.0,0.09442021697759628,0.0732744888828487,0.07276507467031479
0.0,0.036500535905361176,0.051220847443846876,0.022491348907351494
0.0,0.0609356053173542,0.05963378493690153,0.053921569138765335
0.0,0.07471107691526413,0.06493119102491147,0.07276507467031479
1.0,0.31840816140174866,0.25697040523155856,0.37674418091773987
0.0,0.01818433403968811,0.04566425909315284,0.0068359375
