True_Label,MC_Dropout_Probability,MC_Dropout_Platt_Scaling,MC_Dropout_Isotonic_Regression
1.0,0.8707178235054016,0.9563251292333315,0.9428571462631226
0.0,0.20276997983455658,0.13775146602746957,0.21132075786590576
0.0,0.3687310814857483,0.3517068331159298,0.353658527135849
0.0,0.0048207794316112995,0.03583700870569863,0.005093378480523825
1.0,0.5537887811660767,0.6795439736731835,0.6882352828979492
0.0,0.09034731984138489,0.06523795471485383,0.08130080997943878
0.0,0.012073073536157608,0.03772942311982147,0.006849315017461777
0.0,0.22972999513149261,0.1630793560380653,0.24444444477558136
0.0,0.03279101476073265,0.04367853410837622,0.02500000037252903
0.0,0.01649494096636772,0.038930007698679804,0.007610349915921688
0.0,0.01364340540021658,0.038151655903875085,0.007610349915921688
0.0,0.09024354070425034,0.06519135035762018,0.08130080997943878
0.0,0.05203329026699066,0.04999759041221738,0.05116279050707817
0.0,0.1055932492017746,0.07243038886984773,0.12678936123847961
0.0,0.015000730752944946,0.03852026825997427,0.007610349915921688
0.0,0.006491652224212885,0.036264736800118304,0.005093378480523825
0.0,0.020299356430768967,0.03999220789484647,0.007610349915921688
0.0,0.009226947091519833,0.036975570707349,0.006849315017461777
0.0,0.20962387323379517,0.14385874944913365,0.21132075786590576
0.0,0.10389105975627899,0.07159246072020249,0.12678936123847961
0.0,0.00786581076681614,0.03662018661070372,0.005093378480523825
0.0,0.010182568803429604,0.03722705663714105,0.006849315017461777
0.0,0.0384678952395916,0.04545904324998303,0.04516129195690155
0.0,0.14949572086334229,0.09739275657839105,0.12678936123847961
0.0,0.01617584004998207,0.03884215475398802,0.007610349915921688
0.0,0.013225642032921314,0.03803888616340345,0.007610349915921688
0.0,0.05202724412083626,0.049995474960480596,0.05116279050707817
0.0,0.039957351982593536,0.04593752913214646,0.04516129195690155
0.0,0.18389104306697845,0.12204949338509793,0.21132075786590576
0.0,0.030305128544569016,0.042919979977908716,0.024449877440929413
0.0,0.45244765281677246,0.5012876314619654,0.5062500238418579
0.0,0.01963444985449314,0.039804582384715764,0.007610349915921688
0.0,0.14631837606430054,0.09535451228827095,0.12678936123847961
0.0,0.025956284254789352,0.041623125576650266,0.024449877440929413
0.0,0.08674539625644684,0.06363843762424448,0.08130080997943878
1.0,0.40352362394332886,0.4121106578657365,0.5062500238418579
0.0,0.09268763661384583,0.06629718897858396,0.08130080997943878
1.0,0.04286543279886246,0.04688559527022201,0.05116279050707817
1.0,0.19522953033447266,0.13128564123714093,0.21132075786590576
0.0,0.019266951829195023,0.03970124293814258,0.007610349915921688
1.0,0.5573018789291382,0.685153139402541,0.6882352828979492
0.0,0.012116559781134129,0.037741055082393705,0.006849315017461777
0.0,0.011829701252281666,0.03766438799153508,0.006849315017461777
0.0,0.004332518205046654,0.0357129380891513,0.005093378480523825
0.0,0.02861209213733673,0.042410579709167125,0.024449877440929413
0.0,0.013316253200173378,0.038063318238613426,0.007610349915921688
1.0,0.6430726051330566,0.8036686810952854,0.6882352828979492
0.0,0.033628758043050766,0.04393703714956629,0.02500000037252903
0.0,0.02118874154984951,0.04024450292549888,0.018691588193178177
0.0,0.006991774309426546,0.03639371604652396,0.005093378480523825
0.0,0.016070496290922165,0.03881319393547797,0.007610349915921688
0.0,0.24538499116897583,0.1794364471122441,0.24444444477558136
0.0,0.010053567588329315,0.03719301230625241,0.006849315017461777
0.0,0.02851485274732113,0.04238149847518868,0.024449877440929413
0.0,0.009657159447669983,0.037088584606079215,0.006849315017461777
